web-scraper-order,web-scraper-start-url,product_name,price,product_sold
"1705482488-316","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Sweatshirt Hey Love","199.900","13 Terjual"
"1705482488-317","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Basic Cotton Kemeja Wanita 117005607","199.920","22 Terjual"
"1705482488-318","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Blouse Wanita 107456185","199.950","4 Terjual"
"1705482488-319","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Blouse Wanita Print Garis 107456238","199.950","2 Terjual"
"1705482488-320","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Asimetris Blouse Wanita 114858933","199.950","2 Terjual"
"1705482488-321","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Blouse Wanita Stripe Full Print 107455328","199.950","2 Terjual"
"1705482488-322","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Knitwear Wanita Two Tone 107344877","199.950","3 Terjual"
"1705482488-323","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Knitwear Wanita Two Tone 107344902","199.950","1 Terjual"
"1705482488-324","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Minimal V-Neck Pleated Tunic 105056816","200.000","1 Terjual"
"1705482488-325","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Minimal Tatia Tape Dress R 105051811","200.000",""
"1705482488-326","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Cubes Kemeja Wanita 114704107","203.700","3 Terjual"
"1705482488-327","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Sophistix Aspen Blouse Wanita 115318425","209.300",""
"1705482488-328","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Sackdress Batik Wanita Rangrang Isi Iv 116022911","209.700","4 Terjual"
"1705482488-329","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Sackdress Batik Wanita Daun Jalar 115489198","209.700","3 Terjual"
"1705482488-330","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Sackdress Batik Rangrang Wanita 115454224","209.700","3 Terjual"
"1705482488-331","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Blouse Batik Kawung 115572061","209.700","3 Terjual"
"1705482488-332","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Bati Teruntum Blouse Wanita 115572070","209.700","3 Terjual"
"1705482488-333","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Sackdress Wanita Tebar Melati 115880371","209.700","3 Terjual"
"1705482488-334","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjunaweda Tunik Batik Kembang Kawung Wanita 118397791","209.700",""
"1705482488-335","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Blouse Wanita Chambray 107060825","209.700","1 Terjual"
"1705482488-336","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Blouse Batik Pisang Bali 2 Wanita 115454199","209.700","5 Terjual"
"1705482488-337","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Sophistix Corin Shirt Dress 105060481","214.500",""
"1705482488-338","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Dress Wanita Garis Kombinasi Kantong 107286823","214.950","2 Terjual"
"1705482488-339","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Dress Wanita Garis Kombinasi 107287037","214.950","1 Terjual"
"1705482488-340","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Blouse Wanita Stretch Collar 114704152","215.700","4 Terjual"
"1705482488-341","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Kemeja Wanita Cheked 107060736","215.700",""
"1705482488-342","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Cotton Suede Look Kemeja Wanita 116463525","216.650",""
"1705482488-343","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Blouse Lengan Pendek With Bow Wanita 106715021","219.900","41 Terjual"
"1705482488-344","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Details Short Sleeve T-Shirt With Collar-Placket 114874433","219.900","28 Terjual"
"1705482488-345","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Sweatshirt Casual Look 115352558","219.900","66 Terjual"
"1705482488-346","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Short Sleeve Blouse Rayon Krinkle Knot","219.900","9 Terjual"
"1705482488-347","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Sweatshirt Print Floral Bloom","219.900","24 Terjual"
"1705482488-348","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Sweatshirt Have A Nice Day","219.900","4 Terjual"
"1705482488-349","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Sweatshirt Bear Whats Up","219.900","11 Terjual"
"1705482488-350","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Blouse Print Cubes 105113656","219.900","3 Terjual"
"1705482488-351","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Sweatshirt Space Cute Planets","219.900","13 Terjual"
"1705482488-352","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Shirt Rayon 105299439","219.900","18 Terjual"
"1705482488-353","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Lengan Pendek Blouse Rayon Krinkle Knot 106974359","219.900","1 Terjual"
"1705482488-354","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kemeja Lengan Pendek Wanita Twill Basic 105113601","219.900","17 Terjual"
"1705482488-355","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada sweater Cats 106978711","219.900","63 Terjual"
"1705482488-356","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - American Jeans sweater Lengan Pendek 113950245","219.900","12 Terjual"
"1705482488-357","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","American Jeans Sweatshirt Team Talk Ap Neck Zip 105121870","219.900","5 Terjual"
"1705482488-358","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Sweatshirt World Map","219.900","40 Terjual"
"1705482488-359","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Sweatshirt Print Floral Dream Big","219.900","14 Terjual"
"1705482488-360","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Ladies Sweater Panjang Wanita 107192317","219.950","2 Terjual"
"1705482488-361","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Blouse Wanita Plaid Motif 107142255","219.950",""
"1705482488-362","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Ladies Sweater Panjang Wanita 107192166","219.950",""
"1705482488-363","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Annisa Wide Airflow Gamis Wanita 116783984","219.960","4 Terjual"
"1705482488-364","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Kemeja Suede Wanita 114704232","221.700","2 Terjual"
"1705482488-365","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Sack Dress Batik Kembang Semanggi Wanita 114872631","224.700","5 Terjual"
"1705482488-366","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Blouse Batik Modern Wanita 117714056","224.700","4 Terjual"
"1705482488-367","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjunaweda Tunik Batik Cendrawasih Wanita 118397835","224.700","2 Terjual"
"1705482488-368","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Blouse Batik Rangrang Isi Ii Wanita 115454340","224.700",""
"1705482488-369","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Sweater Wanita With Front Print 114659498","229.900","55 Terjual"
"1705482488-370","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Short Sleeve Blouse Knot","229.900","20 Terjual"
"1705482488-371","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Long Sleeve Blouse Top Print Flower Bell Sleeve","229.900","15 Terjual"
"1705482488-372","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Details Sweatshirt Gathering At Waist 114874497","229.900","19 Terjual"
"1705482488-373","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada sweater Solid Side Zipper 106895828","229.900","28 Terjual"
"1705482488-374","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Long Sleeve Blouse Rayon Print Pesley","229.900","18 Terjual"
"1705482488-375","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Long Sleeve T-Shirt Cotton Usa Long 105113585","229.900","8 Terjual"
"1705482488-376","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Short Sleeve Blouse Rayon V Neck With Tie","229.900","10 Terjual"
"1705482488-377","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Connexion Short Sleeve Blouse Rayon Twill Plain With Ruffle In Sleeve","229.900","8 Terjual"
"1705482488-378","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Shirt Wi Anessa - Kuning","229.900","147 Terjual"
"1705482488-379","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Kemeja Lengan Panjang Kerah V-neck - Putih","229.900","269 Terjual"
"1705482488-380","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Long Sleeve Blouse 78 Top Print Lavender","229.900","44 Terjual"
"1705482488-381","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Details Top Woven Shirt With Rib","229.900","22 Terjual"
"1705482488-382","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Long Sleeve Blouse 78 Rayon Krinkle 114709737","229.900","12 Terjual"
"1705482488-383","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Short Sleeve Blouse Top Satin Plain","229.900","21 Terjual"
"1705482488-384","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Long Sleeve Shirt Long Rayon","229.900","2 Terjual"
"1705482488-385","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Long Sleeve Blouse 78 Top V Neck Opnezel","229.900","15 Terjual"
"1705482488-386","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Sweatshirt Solid Floral Dreamers","229.900","3 Terjual"
"1705482488-387","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Sweater Wanita Terry Emboss Priceless Memories 117079145","229.900","38 Terjual"
"1705482488-388","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada sweater Ready For The Good Things 114354889","229.900","20 Terjual"
"1705482488-389","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Eprise Collection Izora Blouse Wanita 117387311","230.860","6 Terjual"
"1705482488-390","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Kemeja Suede Pocket Wanita 114704278","233.700","3 Terjual"
"1705482488-391","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","3H Stripe Blouse Tunic 105087720","234.000","1 Terjual"
"1705482488-392","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","3H V-Neck Stripe Blouse 105087524","234.000","1 Terjual"
"1705482488-393","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","3H Flower Kimono 105089059","234.000",""
"1705482488-394","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Ladies Asimetris Blouse Wanita 107456167","234.950","3 Terjual"
"1705482488-395","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Blouse Wanita Stripes 107456416","234.950","4 Terjual"
"1705482488-396","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Blouse Wanita 113990961","234.950","2 Terjual"
"1705482488-397","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Asimetris Blouse Wanita 107455275","234.950","2 Terjual"
"1705482488-398","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Blouse Wanita Long Sleeve Plain 113990934","234.950","2 Terjual"
"1705482488-399","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Simplicity Tunic Jac 105042438","239.500",""
"1705482488-400","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Annisa Kemeja Lengan Panjang Astira 104170846","239.900","428 Terjual"
"1705482488-401","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Lengan Pendek Blouse Top Text Print Stipe 106894445","239.900","36 Terjual"
"1705482488-402","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Edition Sheer Sleeve Kaos Wanita 105047540","239.900","8 Terjual"
"1705482488-403","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Edition Blouse Wanita Ruffle Victoria 116421338","239.900","2 Terjual"
"1705482488-404","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Edition Blouse Side Wanita 116421258","239.900","1 Terjual"
"1705482488-405","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Vest Basic 104871259","239.900","1 Terjual"
"1705482488-406","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - American Jeans Sweatshirt Cropped","239.900","21 Terjual"
"1705482488-407","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Annisa Lace On Chest Kaftan Wanita 116784018","239.960","17 Terjual"
"1705482488-408","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Eprise Collection Dara Blouse Wanita 117387204","244.860","6 Terjual"
"1705482488-409","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Eprise Collection Bayuni Blouse Wanita 117387222","244.860","6 Terjual"
"1705482488-410","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual T-Shirt Lengan Panjang Print Logo Love 113991353","244.930","1 Terjual"
"1705482488-411","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Jalabeyah Dubai Azkara Batik Wanita 114872757","247.500",""
"1705482488-412","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Simplicity Dress Ple 105042590","249.500",""
"1705482488-413","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Long Sleeve Shirt With Skuder","249.900","80 Terjual"
"1705482488-414","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Lengan Panjang Midi Dress Zipper 107127594","249.900","20 Terjual"
"1705482488-415","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St.Yves Kemeja Lengan Panjang - Hitam","249.900","57 Terjual"
"1705482488-416","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Lengan Panjang Midi Dress Chambray 106900562","249.900","23 Terjual"
"1705482488-417","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves V Neck Linen Blouse Wanita 115012237","249.900","24 Terjual"
"1705482488-418","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Long Sleeve Blouse V Neck Linen Plain 115012237","249.900","11 Terjual"
"1705482488-419","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Long Sleeve Blouse 78 Long Top Crepe Ceramic","249.900","32 Terjual"
"1705482488-420","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Details Long Sleeve Blouse Turtleneck","249.900","18 Terjual"
"1705482488-421","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Long Sleeve Blouse 7/8  Poly Tebal Comb Sifon Bell Sleeve","249.900","17 Terjual"
"1705482488-422","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St.Yves Kemeja Lengan Panjang Skuder - Olive","249.900","100 Terjual"
"1705482488-423","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Connexion Long Sleeve Blouse Raglan Crinkle Smok Sleeve","249.900","31 Terjual"
"1705482488-424","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Disney Sweater Wanita Bambi Q17 Back 116168970","249.900","20 Terjual"
"1705482488-425","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Kemeja Lengan Panjang Kerah V-neck","249.900","230 Terjual"
"1705482488-426","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Long Sleeve Blouse 7/8 Lyone Wanita 114082931","249.900","16 Terjual"
"1705482488-427","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Mom Rayon Print Blouse Wanita 115290482","249.900","43 Terjual"
"1705482488-428","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Long Sleeve Shirt Long Poly With 3 Pocket 111656004","249.900","54 Terjual"
"1705482488-429","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Linen Plain Blouse Wanita 115012237","249.900","48 Terjual"
"1705482488-430","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Details Short Sleeve Blouse Knit With Anglais Embro Bottom Print Chest","249.900","32 Terjual"
"1705482488-431","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - St. Yves Long Sleeve Blouse 78 Long Top Crepe Ceramic","249.900","9 Terjual"
"1705482488-432","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Blouse Lengan Panjang Abstrac Wanita 116905548","249.900","20 Terjual"
"1705482488-433","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Small Checkers Kemeja Wanita 116737739","249.900","23 Terjual"
"1705482488-434","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Style & Chic Atasan Plus Size Lengan 3 per 4 104166155","249.900",""
"1705482488-435","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Lengan Pendek Blouse Batik Wanita 115471858","249.900","49 Terjual"
"1705482488-436","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Azzar Karida Maxi Dress Wanita 105060249","250.000",""
"1705482488-437","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Graphis Textured Car 105025091","251.300",""
"1705482488-438","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Kemeja Wanita Multi Stripe Motif 107060834","251.700",""
"1705482488-439","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Blouse Wanita 107060843","251.700",""
"1705482488-440","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Logo Jeans Monday Madness Sweater Wanita 105035562","251.916",""
"1705482488-441","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Chambray Jacket Wanita 114704143","257.700","1 Terjual"
"1705482488-442","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Knitwear 107745630","258.930","2 Terjual"
"1705482488-443","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Kemeja Kancing Wanita 113991755","258.930","1 Terjual"
"1705482488-444","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Kaos Wanita Hidden Button 113990747","258.930","1 Terjual"
"1705482488-445","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Kemeja Kancing Wanita 113991335","258.930",""
"1705482488-446","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Sweater 107745327","258.930",""
"1705482488-447","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Triset Casual Sweater 107745925","258.930",""
"1705482488-448","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Chic Girl Kaos Wanita Print 106715576","259.000",""
"1705482488-449","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Point One Girl Nayla Floral Blouse 106714648","259.000",""
"1705482488-450","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Kemeja Lengan Panjang With Skuder Wanita 106986140","259.900","93 Terjual"
"1705482488-451","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Mom Long Sleeve Blouse Puff Sleeve 114672740","259.900","17 Terjual"
"1705482488-452","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Edition Smock Short Blouse Eb134 Wanita 105048263","259.900","6 Terjual"
"1705482488-453","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Sweater Wanita Cut And Sew Best Girl Ever 114689045","259.900","40 Terjual"
"1705482488-454","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada sweater Smile 114870679","259.900","6 Terjual"
"1705482488-455","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Details Sweatshirt Print Flower 105117974","259.900","14 Terjual"
"1705482488-456","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Edition Women Cold Sleeve Blouse 105112531","259.900","1 Terjual"
"1705482488-457","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Minimal Kemeja Regie Unbleached Wanita 115363840","259.900",""
"1705482488-458","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Edition Blouse Wanita Cold 116421356","259.900",""
"1705482488-459","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Long Sleeve Shirt Print Long Daisy","259.900","27 Terjual"
"1705482488-460","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Kemeja Lengan Panjang Top Stripe Yd 115292408","259.900","12 Terjual"
"1705482488-461","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Blouse Batik Parang Wanita 118397737","262.150","1 Terjual"
"1705482488-462","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Blouse Batik Modern Wanita 118397808","262.150",""
"1705482488-463","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Arjuna Weda Blouse Batik Cumik Wanita 118397899","262.150",""
"1705482488-464","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Chic Girl Outer Print 105088407","263.200","1 Terjual"
"1705482488-465","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","MKY CLOTHING Lace Plaid Blouse 105062425","263.920","2 Terjual"
"1705482488-466","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","3H Stripe Blouse Tunic 105087720","264.000","2 Terjual"
"1705482488-467","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Graphis Asimetris Knit Top 11Fs1Kk 105018849","265.300",""
"1705482488-468","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Sophistix Drew Denim Shirt Wanita 115318292","265.300",""
"1705482488-469","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Simplicity Textured 105042643","265.300",""
"1705482488-470","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Lois Girl Dress Wanita 107060727","269.700","1 Terjual"
"1705482488-471","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","ST. YVES Blouse Lengan Panjang Wanita 7/8 Linen W Stopper 109905016","269.900","44 Terjual"
"1705482488-472","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Connexion Blouse Ruffle With Horn Button Back Wanita 114251570","269.900","29 Terjual"
"1705482488-473","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Blouse Lengan Pendek Cotton Easy Care Wanita 115416248","269.900","34 Terjual"
"1705482488-474","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Nevada Long Sleeve Midi Dress With Checks Hoodie","269.900","14 Terjual"
"1705482488-475","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","St. Yves Midi Dress Lengan Pendek Wanita Ruelia Root 115923119","269.900","12 Terjual"
"1705482488-476","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Connexion Short Sleeve Shirt Long With Curved Hem","269.900","11 Terjual"
"1705482488-477","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Matahari - Connexion Long Sleeve Blouse Airflow With Cut N Sewn Ruffle","269.900","55 Terjual"
"1705482488-478","https://shopee.co.id/matahari?order=asc&page=0&shopCollection=157001468&sortBy=price","Nevada Tiedye Soul Sweater Wanita 116079450","269.900","61 Terjual"
